,etablissement_code_commune,etablissement_commune,Dernier établissement,rentree,AgeBacAvanceOuATemps,AgeBacRetard
864,91228,Évry-Courcouronnes,Université d'Évry-Val-d'Essonne,2019,0.6613465806997146,0.33865341930028536
865,95127,Cergy,CY Cergy Paris Université,2019,0.6993308610125766,0.3006691389874234
866,35238,Rennes,École des hautes études en santé publique,2019,0.5377574370709383,0.4622425629290618
867,75105,Paris  5e,Muséum national d'histoire naturelle,2019,0.7619047619047619,0.23809523809523808
868,91228,Évry-Courcouronnes,École nationale supérieure d'informatique pour l'industrie et l'entreprise,2019,0.8084291187739464,0.19157088122605365
869,98818,Nouméa,Université de la Nouvelle-Calédonie,2019,0.6751533742331288,0.3248466257668712
870,69081,Écully,Centrale Lyon,2019,0.7719869706840391,0.2280130293159609
871,97302,Cayenne,Université de Guyane,2019,0.43319305628616517,0.5668069437138348
872,31555,Toulouse,Toulouse INP,2019,0.7843530591775326,0.2156469408224674
873,66136,Perpignan,Université de Perpignan Via Domitia,2019,0.5973996350364964,0.40260036496350365
874,42218,Saint-Étienne,Université Jean Monnet,2019,0.730166557089634,0.269833442910366
875,95127,Cergy,École nationale supérieure de l'électronique et de ses applications de Cergy,2019,0.8148148148148148,0.18518518518518517
876,,,Observatoire de Paris,2019,0.7444444444444445,0.25555555555555554
877,75113,Paris 13e,École des hautes études en sciences sociales,2019,0.5138047138047138,0.4861952861952862
878,34172,Montpellier,Université Paul-Valéry - Montpellier 3,2020,0.6258481271493633,0.37415187285063667
879,,,Institut polytechnique de Grenoble,2020,0.7679097782904011,0.23209022170959887
880,35238,Rennes,Institut national des sciences appliquées de Rennes,2020,0.7916056612981942,0.20839433870180576
881,69266,Villeurbanne,École nationale supérieure des sciences de l'information et des bibliothèques,2020,0.8082191780821918,0.1917808219178082
882,56121,Lorient,Université Bretagne Sud,2020,0.7661820538938791,0.23381794610612094
883,80021,Amiens,Université de Picardie Jules-Verne,2020,0.7474326862867877,0.2525673137132123
884,72181,Le Mans,Le Mans Université,2020,0.7121092723929603,0.28789072760703965
885,83062,La Garde,Université de Toulon,2020,0.6743883151921108,0.3256116848078891
886,33318,Pessac,Sciences Po Bordeaux,2020,0.7857465042850699,0.21425349571493008
887,59606,Valenciennes,Université Polytechnique Hauts-de-France,2020,0.7004772365729869,0.2995227634270131
888,34172,Montpellier,École nationale supérieure de chimie de Montpellier,2020,0.8784648187633263,0.12153518123667377
889,81004,Albi,Institut national universitaire Jean-François Champollion,2020,0.7823967154221195,0.21760328457788042
890,31555,Toulouse,Université Toulouse - Jean Jaurès,2020,0.6638301971613898,0.33616980283861025
891,35238,Rennes,Sciences Po Rennes,2020,0.9172131147540984,0.08278688524590164
892,,,Clermont Auvergne INP,2020,0.7944318549692457,0.2055681450307543
893,59512,Roubaix,École nationale supérieure des arts et industries textiles,2020,0.8769633507853403,0.12303664921465969
894,91228,Évry-Courcouronnes,École nationale supérieure d'informatique pour l'industrie et l'entreprise,2020,0.795880149812734,0.20411985018726592
895,29019,Brest,École nationale d'ingénieurs de Brest,2020,0.81044957472661,0.18955042527339003
896,92050,Nanterre,Université Paris Nanterre,2020,0.6791231799003902,0.3208768200996098
897,69387,Lyon 7e,Sciences Po Lyon,2020,0.8683589138134593,0.13164108618654075
898,86194,Poitiers,Université de Poitiers,2020,0.7612276455560038,0.23877235444399625
899,97302,Cayenne,Université de Guyane,2020,0.45075757575757575,0.5492424242424242
900,31555,Toulouse,Toulouse INP,2020,0.7986774430565761,0.20132255694342396
901,75107,Paris  7e,Sciences Po,2020,0.6853656229306594,0.31463437706934066
902,29019,Brest,Université de Bretagne Occidentale,2006,0.6172342166551268,0.38276578334487316
903,44109,Nantes,Université de Nantes,2006,0.7554709800190295,0.2445290199809705
904,67482,Strasbourg,Université de Strasbourg,2006,0.502435746682345,0.49756425331765497
905,31555,Toulouse,Université Toulouse Capitole,2006,0.5668080593849417,0.43319194061505834
906,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2006,0.8063583815028902,0.1936416184971098
907,51454,Reims,Université de Reims Champagne-Ardenne,2006,0.5750274869735646,0.4249725130264353
908,69266,Villeurbanne,École nationale supérieure des sciences de l'information et des bibliothèques,2006,0.7246376811594203,0.2753623188405797
909,56121,Lorient,Université Bretagne Sud,2006,0.5786391522587842,0.42136084774121585
910,6088,Nice,Université Côte d'Azur,2006,0.5777147487844408,0.42228525121555915
911,87085,Limoges,Université de Limoges,2006,0.7803921568627451,0.2196078431372549
912,13001,Aix-en-Provence,Sciences Po Aix,2006,0.7704233750745378,0.22957662492546213
913,64445,Pau,Université de Pau et des Pays de l'Adour,2006,0.5858281665190433,0.4141718334809566
914,2B096,Corte,Université de Corse Pasquale Paoli,2006,0.5648795648795649,0.43512043512043513
915,68224,Mulhouse,Université de Haute-Alsace,2006,0.5485232067510548,0.45147679324894513
916,38185,Grenoble,Université Grenoble Alpes,2006,0.5521498002266086,0.44785019977339136
917,29019,Brest,École nationale d'ingénieurs de Brest,2006,0.6573643410852713,0.3426356589147287
918,69266,Villeurbanne,Université Claude Bernard - Lyon 1,2006,0.672925704989154,0.327074295010846
919,59009,Villeneuve-d'Ascq,Université de Lille,2006,0.7696709585121603,0.23032904148783978
920,92050,Nanterre,Université Paris Nanterre,2006,0.5161823765650838,0.48381762343491613
921,63014,Aubière,Clermont Auvergne INP,2006,0.8993506493506493,0.10064935064935066
922,21231,Dijon,Université de Bourgogne,2006,0.7521008403361344,0.24789915966386555
923,67482,Strasbourg,Université de Strasbourg,2006,0.7678721614802355,0.2321278385197645
924,31555,Toulouse,Université Toulouse III - Paul Sabatier,2006,0.6766139754764366,0.3233860245235633
925,63113,Clermont-Ferrand,Université Clermont Auvergne,2006,0.5901051989632566,0.4098948010367434
926,66136,Perpignan,Université de Perpignan Via Domitia,2006,0.37693140438933176,0.6230685956106683
927,87085,Limoges,Université de Limoges,2006,0.6031884690980563,0.39681153090194365
928,33522,Talence,Bordeaux INP,2006,0.8713450292397661,0.1286549707602339
929,92019,Châtenay-Malabry,CentraleSupélec,2006,0.7489795918367347,0.2510204081632653
930,33063,Bordeaux,Université de Bordeaux,2006,0.6934124964659316,0.30658750353406844
931,63113,Clermont-Ferrand,Université Clermont Auvergne,2007,0.5943571428571428,0.40564285714285714
932,18033,Bourges,Institut national des sciences appliquées Centre Val de Loire,2007,0.8737113402061856,0.12628865979381443
933,97209,Fort-de-France,Université des Antilles,2007,0.6120218579234973,0.3879781420765027
934,97302,Cayenne,Université de Guyane,2007,0.3763440860215054,0.6236559139784946
935,6088,Nice,Université Côte d'Azur,2007,0.5883699245570908,0.4116300754429092
936,87085,Limoges,Université de Limoges,2007,0.7840440165061898,0.21595598349381018
937,35238,Rennes,Université de Rennes 1,2007,0.6860394323982578,0.3139605676017421
938,94011,Bonneuil-sur-Marne,Université Paris-Est Créteil,2007,0.615491651205937,0.3845083487940631
939,33522,Talence,Université de Bordeaux,2007,0.6377592517283448,0.36224074827165514
940,54395,Nancy,Université de Lorraine,2007,0.5994699753056677,0.40053002469433235
941,59009,Villeneuve-d'Ascq,Université de Lille,2007,0.598310291858679,0.40168970814132104
942,97120,Pointe-à-Pitre,,2007,0.518756252084028,0.48124374791597196
943,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2007,0.6338201654055956,0.36617983459440434
944,80021,Amiens,Université de Picardie Jules-Verne,2007,0.7425,0.2575
945,25056,Besançon,École nationale supérieure de mécanique et des microtechniques,2007,0.7821229050279329,0.21787709497206703
946,37261,Tours,Université de Tours,2007,0.6501099531503968,0.34989004684960323
947,31555,Toulouse,Sciences Po Toulouse,2007,0.776183644189383,0.22381635581061693
948,69266,Villeurbanne,Université Claude Bernard - Lyon 1,2007,0.6840270795629734,0.3159729204370266
949,69387,Lyon 7e,Sciences Po Lyon,2007,0.7795620437956204,0.22043795620437956
950,75113,Paris 13e,Arts et Métiers Sciences et Technologies,2007,0.7826481944129003,0.2173518055870997
951,63113,Clermont-Ferrand,Université Clermont Auvergne,2007,0.588249694002448,0.411750305997552
952,87085,Limoges,Université de Limoges,2007,0.615637368381749,0.38436263161825107
953,95127,Cergy,École nationale supérieure de l'électronique et de ses applications de Cergy,2007,0.7799442896935933,0.2200557103064067
954,91471,Orsay,Université Paris-Saclay,2007,0.6122916353806878,0.3877083646193122
955,13204,Marseille  4e,Aix-Marseille Université,2007,0.7035984848484849,0.29640151515151514
956,29019,Brest,Université de Bretagne Occidentale,2008,0.6582752462699464,0.34172475373005357
957,34172,Montpellier,Université Paul-Valéry - Montpellier 3,2008,0.5056111820442175,0.49438881795578254
958,63113,Clermont-Ferrand,Université Clermont Auvergne,2008,0.6005808726920683,0.39941912730793167
959,18033,Bourges,Institut national des sciences appliquées Centre Val de Loire,2008,0.8634259259259259,0.13657407407407407
960,75105,Paris  5e,Université Paris 1 - Panthéon Sorbonne,2008,0.5620998719590269,0.4379001280409731
961,6088,Nice,Université Côte d'Azur,2008,0.591397019074832,0.40860298092516795
962,75105,Paris  5e,Université Sorbonne Nouvelle - Paris 3,2008,0.5106836267936588,0.48931637320634125
963,77083,Champs-sur-Marne,Université Gustave Eiffel,2008,0.539319131992833,0.460680868007167
964,75107,Paris  7e,Institut national des langues et civilisations orientales,2008,0.5722425127830533,0.4277574872169467
965,31555,Toulouse,Université Toulouse - Jean Jaurès,2008,0.5379316320783328,0.46206836792166717
966,49007,Angers,Université d'Angers,2008,0.6454048571589565,0.35459514284104354
967,86062,Chasseneuil-du-Poitou,École nationale supérieure de mécanique et d'aérotechnique de Poitiers,2008,0.8524871355060034,0.14751286449399656
968,76351,Le Havre,Université Le Havre Normandie,2008,0.47814548860443334,0.5218545113955667
969,90094,Sevenans,Université de technologie de Belfort-Montbéliard,2008,0.606516290726817,0.39348370927318294
970,76451,Mont-Saint-Aignan,Institut national des sciences appliquées de Rouen Normandie,2008,0.7642220699108979,0.2357779300891021
971,93066,Saint-Denis,Université Paris 8 - Vincennes - Saint-Denis,2008,0.3651991614255765,0.6348008385744235
972,97120,Pointe-à-Pitre,,2008,0.542021095610752,0.45797890438924804
973,17300,La Rochelle,La Rochelle Université,2008,0.5431189903846154,0.45688100961538464
974,41018,Blois,Institut national des sciences appliquées Centre Val de Loire,2008,0.6615776081424937,0.3384223918575064
975,63113,Clermont-Ferrand,Université Clermont Auvergne,2008,0.6028015921616656,0.3971984078383344
976,87085,Limoges,Université de Limoges,2008,0.8795811518324608,0.12041884816753927
977,59009,Villeneuve-d'Ascq,Université de Lille,2008,0.5513081889228678,0.4486918110771322
978,73065,Chambéry,Université Savoie Mont Blanc,2008,0.601148691767709,0.398851308232291
979,13213,Marseille 13e,Centrale Marseille,2009,0.8155668358714044,0.1844331641285956
980,13203,Marseille  3e,Aix-Marseille Université,2009,0.5587884350619551,0.441211564938045
981,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2009,0.856338028169014,0.14366197183098592
982,77083,Champs-sur-Marne,Paris-Est Sup,2009,0.39857369255150554,0.6014263074484945
983,75116,Paris 16e,Université Paris Dauphine - PSL,2009,0.7046436285097192,0.29535637149028077
984,75107,Paris  7e,Institut national des langues et civilisations orientales,2009,0.5634052616021283,0.4365947383978717
985,76451,Mont-Saint-Aignan,Université de Rouen Normandie,2009,0.6091252542865446,0.3908747457134554
986,13001,Aix-en-Provence,Sciences Po Aix,2009,0.7934115019542155,0.20658849804578447
987,30189,Nîmes,Université de Nîmes,2009,0.5584375,0.4415625
988,45234,Orléans,Université d'Orléans,2009,0.6088027279616065,0.39119727203839355
989,49007,Angers,Université d'Angers,2009,0.6448395490026019,0.35516045099739807
990,86062,Chasseneuil-du-Poitou,École nationale supérieure de mécanique et d'aérotechnique de Poitiers,2009,0.8430717863105175,0.15692821368948248
991,33318,Pessac,Université Bordeaux Montaigne,2009,0.5746712063555645,0.42532879364443554
992,68224,Mulhouse,Université de Haute-Alsace,2009,0.5725495240545407,0.4274504759454592
993,90094,Sevenans,Université de technologie de Belfort-Montbéliard,2009,0.5996711878339499,0.40032881216605015
994,75105,Paris  5e,Institut de physique du globe,2009,0.6410256410256411,0.358974358974359
995,59512,Roubaix,École nationale supérieure des arts et industries textiles,2009,0.7180156657963447,0.2819843342036554
996,63014,Aubière,Clermont Auvergne INP,2009,0.8673835125448028,0.13261648745519714
997,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2009,0.641750720461095,0.3582492795389049
998,17300,La Rochelle,La Rochelle Université,2009,0.5486266816143498,0.4513733183856502
999,69266,Villeurbanne,Université Claude Bernard - Lyon 1,2009,0.7009865262055117,0.2990134737944883
1000,69387,Lyon 7e,Sciences Po Lyon,2009,0.7749523204068659,0.22504767959313413
1001,59350,Lille,Université de Lille,2009,0.7454074516836023,0.2545925483163977
1002,87085,Limoges,Université de Limoges,2009,0.845,0.155
1003,75107,Paris  7e,Sciences Po,2009,0.7909024211298606,0.2090975788701394
1004,59183,Dunkerque,Université du Littoral Côte d'Opale,2009,0.5696919079435783,0.4303080920564217
1005,73065,Chambéry,Université Savoie Mont Blanc,2009,0.6098599042383401,0.39014009576165987
1006,98738,Punaauia,Université de la Polynésie Française,2009,0.5445575084798027,0.45544249152019733
1007,63113,Clermont-Ferrand,Université Clermont Auvergne,2010,0.6048194327798954,0.39518056722010464
1008,57463,Metz,Université de Lorraine,2010,0.5257913247362251,0.4742086752637749
1009,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2010,0.790200138026225,0.209799861973775
1010,75105,Paris  5e,Université Paris 1 - Panthéon Sorbonne,2010,0.5862388671929873,0.4137611328070126
1011,77083,Champs-sur-Marne,Paris-Est Sup,2010,0.40347222222222223,0.5965277777777778
1012,6088,Nice,Université Côte d'Azur,2010,0.5927085321626264,0.4072914678373735
1013,10387,Troyes,Université de technologie de Troyes,2010,0.5893300248138957,0.4106699751861042
1014,60159,Compiègne,Université de technologie de Compiègne,2010,0.7296657015003949,0.27033429849960516
1015,31555,Toulouse,Université Toulouse - Jean Jaurès,2010,0.5235971757710888,0.47640282422891117
1016,93070,Saint-Ouen-sur-Seine,ISAE-Supméca,2010,0.819935691318328,0.18006430868167203
1017,90094,Sevenans,Université de technologie de Belfort-Montbéliard,2010,0.6007858546168958,0.3992141453831041
1018,91477,Palaiseau,Institut d'optique Graduate School,2010,0.9117647058823529,0.08823529411764706
1019,91228,Évry-Courcouronnes,Université d'Évry-Val-d'Essonne,2010,0.4663772106322143,0.5336227893677856
1020,67482,Strasbourg,Institut national des sciences appliquées de Strasbourg,2010,0.8464396284829722,0.15356037151702787
1021,97411,Saint-Denis,Université de La Réunion,2010,0.6565960003433182,0.34340399965668184
1022,31555,Toulouse,Sciences Po Toulouse,2010,0.8286074354127284,0.1713925645872716
1023,54395,Nancy,Université de Lorraine,2010,0.7109188204485939,0.2890811795514061
1024,31555,Toulouse,Toulouse INP,2010,0.7272727272727273,0.2727272727272727
1025,95127,Cergy,École nationale supérieure de l'électronique et de ses applications de Cergy,2010,0.7518796992481203,0.24812030075187969
1026,75114,Paris 14e,Observatoire de Paris,2010,0.6021505376344086,0.3978494623655914
1027,75105,Paris  5e,Chimie ParisTech-PSL,2010,0.9026845637583892,0.09731543624161074
1028,35238,Rennes,Institut national des sciences appliquées de Rennes,2011,0.7645673925838729,0.23543260741612712
1029,18033,Bourges,Institut national des sciences appliquées Centre Val de Loire,2011,0.8186046511627907,0.1813953488372093
1030,75113,Paris 13e,Université de Paris,2011,0.6390784630020268,0.3609215369979733
1031,80021,Amiens,Université de Picardie Jules-Verne,2011,0.5946285816940627,0.4053714183059373
